[2026-05-29T09:57:55.392Z] GET http://localhost:3000/_next/static/chunks/117-72b103fc8e46f795.js → 200 (?ms, ?B)
[2026-05-29T09:57:55.392Z] GET http://localhost:3000/_next/static/chunks/main-app-81c067feb08acb5c.js → 200 (1ms, ?B)
[2026-05-29T09:57:55.393Z] GET http://localhost:3000/_next/static/chunks/972-08e58201e5ba5632.js → 200 (?ms, ?B)
[2026-05-29T09:57:55.395Z] GET http://localhost:3000/_next/static/chunks/521-e5fa6ee99fcb2559.js → 200 (?ms, ?B)
[2026-05-29T09:57:55.396Z] GET http://localhost:3000/_next/static/chunks/app/(auth)/login/page-7e7fb2cb72dc1a3e.js → 200 (?ms, ?B)
[2026-05-29T09:57:55.396Z] GET http://localhost:3000/_next/static/chunks/82-8c43f1d2c30541c5.js → 200 (?ms, ?B)
[2026-05-29T09:57:55.396Z] GET http://localhost:3000/_next/static/chunks/878-afecfdc3c035736c.js → 200 (?ms, ?B)
[2026-05-29T09:57:55.403Z] GET http://localhost:3000/_next/static/chunks/570-b4ab4d6e81f385e6.js → 200 (1ms, ?B)
[2026-05-29T09:57:55.404Z] GET http://localhost:3000/_next/static/chunks/app/(public)/page-378e0b3e89ac6f2a.js → 200 (?ms, ?B)
[2026-05-29T09:57:55.418Z] GET http://localhost:3000/_next/static/media/e4af272ccee01ff0-s.p.woff2 → 200 (?ms, ?B)
[2026-05-29T09:57:55.423Z] GET http://localhost:3000/?_rsc=10x2f → 200 (1ms, 12374B)
[2026-05-29T09:57:55.424Z] GET http://localhost:3000/register?_rsc=10x2f → 200 (?ms, 6471B)
[2026-05-29T09:57:55.424Z] GET http://localhost:3000/_next/static/chunks/app/(auth)/register/page-e7eb4bcb02d63d70.js → 200 (?ms, 2296B)
[2026-05-29T09:57:55.856Z] GET http://localhost:3000/onboarding → 200 (5ms, 9628B)
[2026-05-29T09:57:55.869Z] GET http://localhost:3000/_next/image?url=%2Flogo.png&w=32&q=75 → 200 (?ms, 220B)
[2026-05-29T09:57:55.870Z] GET http://localhost:3000/_next/static/css/118259c53b2ba41a.css → 200 (?ms, 36144B)
[2026-05-29T09:57:55.870Z] GET http://localhost:3000/_next/static/chunks/webpack-68db74319b18262e.js → 200 (?ms, 3839B)
